Nome,Versão,Nota,Posição Primaria,Posição Secundaria,Valor,Variação de Preço P+ou-,Liga,País,Clube,Skills,Perna Ruim,Tendencia ATK/DEF,Ritmo,Chute,Passe,Drible,Defesa,Fisico
Patson Daka,IF,86,ST,CF,39750,5.92%,EFL Championship,Zambia,Leicester City,3,3,M \ M,92,87,71,87,38,80
Antonee Robinson,IF,86,LB,LWB,60500,,Premier League,United States,Fulham,3,3,H \ M,91,60,78,85,80,85
Lauren James,IF,86,RW,"RM,CAM,ST",58500,1.68%,Barclays WSL,England,Chelsea,5,4,H \ L,90,81,83,88,31,83
David Alaba,IF,86,CB,LB,83000,1.19%,LALIGA EA SPORTS,Austria,Real Madrid,3,4,M \ H,80,72,84,82,86,79
Luis Díaz,IF,86,LM,LW,40750,2.98%,Premier League,Colombia,Liverpool,4,4,H \ M,93,83,78,89,37,76
Joelinton,Thunderstruck,86,CM,LW,20000,2.98%,Premier League,Brazil,Newcastle Utd,3,3,H \ H,82,77,81,86,85,92
Emre Can,Thunderstruck,86,CDM,CB,57000,2.98%,Bundesliga,Germany,Borussia Dortmund,3,4,M \ H,82,82,81,82,86,90
Kieran Tierney,Thunderstruck,86,LB,LWB,18250,1.35%,LALIGA EA SPORTS,Scotland,Real Sociedad,3,3,H \ H,88,67,82,84,83,85
Allan Saint-Maximin,Flashback SBC,86,LM,"RW,LW",53350,1.35%,ROSHN Saudi League,France,Al Ahli,5,4,H \ M,92,80,78,90,33,73
Anssumane Fati,Thunderstruck,86,LW,"LM,ST",194000,,Premier League,Spain,Brighton,4,4,H \ M,96,84,80,89,39,63
Oscar,Flashback SBC,86,CM,"CAM,LW",8250,,CSL,Brazil,Shanghai Port,5,3,H \ M,85,82,86,86,70,77
Eliaquim Mangala,Flashback SBC,86,CB,,9000,,Liga Portugal,France,Estoril Praia,2,4,M \ H,85,63,75,70,83,88
Samuel Umtiti,Thunderstruck,86,CB,,19000,,Ligue 1 Uber Eats,France,LOSC Lille,2,3,L \ M,82,69,76,73,87,83
Otávio,ShowDown SBC,86,CAM,"LM,RW,LW",66600,,ROSHN Saudi League,Portugal,Al Nassr,4,4,H \ H,84,81,86,87,70,77
Alejandro Garnacho Ferreyra,IF,86,LM,LW,54500,0.91%,Premier League,Argentina,Manchester Utd,3,4,H \ M,92,82,77,87,45,70
Santiago Giménez,IF,86,ST,CF,45250,11.27%,Eredivisie,Mexico,Feyenoord,3,4,H \ M,86,87,77,85,61,87
Khadija Shaw,IF,86,ST,CF,39750,0.63%,Barclays WSL,Jamaica,Manchester City,3,4,M \ M,71,87,70,76,31,86
Pau Torres,IF,86,CB,,45750,6.63%,Premier League,Spain,Aston Villa,2,3,M \ H,76,42,72,73,87,85
Theo Hernández,IF,86,LB,"LWB,LM",118000,6.63%,Serie A TIM,France,Milan,3,3,H \ M,94,72,78,82,80,85
Joey Veerman,Eredivisie POTM SBC,86,CM,"CDM,CAM",14850,6.63%,Eredivisie,Holland,PSV,4,4,M \ M,77,78,89,84,75,86
Joško Gvardiol,Radioactive,86,CB,LB,123000,6.11%,Premier League,Croatia,Manchester City,3,4,H \ H,83,58,74,78,86,87
Wilfried Zaha,Radioactive,86,LW,"LM,CF",19500,6.02%,Trendyol Süper Lig,Côte d'Ivoire,Galatasaray,5,3,H \ H,93,84,81,90,44,82
Kessié,Radioactive,86,CDM,CM,21250,,ROSHN Saudi League,Côte d'Ivoire,Al Ahli,3,4,H \ H,81,81,80,82,83,90
Oleksandr Zinchenko,Radioactive,86,LB,LWB,91000,2.15%,Premier League,Ukraine,Arsenal,3,3,H \ M,88,73,88,88,85,80
Dominik Szoboszlai,Radioactive,86,CM,CAM,104000,,Premier League,Hungary,Liverpool,4,4,M \ M,87,88,89,86,38,71
Moisés Caicedo,Radioactive SBC,86,CDM,CM,105350,,Premier League,Ecuador,Chelsea,3,3,H \ H,80,70,81,86,83,82
Nikola Milenkovic,Radioactive,86,CB,,48000,,Serie A TIM,Serbia,Fiorentina,2,3,M \ H,80,52,70,69,85,87
Ivan Perišic,Radioactive,86,LW,"LWB,LM",24000,,Premier League,Croatia,Spurs,4,5,H \ M,90,85,87,87,75,78
Boulaye Dia,Radioactive SBC,86,LW,"LM,CF,ST",54450,,Serie A TIM,Senegal,Salernitana,4,3,H \ M,89,85,74,88,28,82
Bernardo Fernandes,IF,86,LB,CB,37000,4.52%,Bundesliga,Brazil,VfL Bochum,3,3,M \ M,83,68,77,82,85,87
Romain Del Castillo,IF,86,RW,"RM,LW",34500,6.76%,Ligue 1 Uber Eats,France,Stade Brestois 29,3,3,M \ L,86,82,86,90,54,78
Trinity Rodman,IF,86,LM,"RW,ST,LW",115000,8.00%,NWSL,United States,Washington Spirit,4,4,H \ M,95,84,80,86,46,85
Yann Sommer,IF,86,GK,,49000,,Serie A TIM,Switzerland,Inter,1,4,M \ M,82,83,85,92,52,86
Mats Hummels,SIF,86,CB,,37250,,Bundesliga,Germany,Borussia Dortmund,2,3,M \ M,72,62,80,75,89,83
Harry Maguire,PL POTM SBC,86,CB,,55100,,Premier League,England,Manchester Utd,2,3,H \ H,82,64,74,80,86,88
Iñaki Williams,Dynasties,86,RM,ST,42500,3.95%,LALIGA EA SPORTS,Ghana,Athletic Club,4,3,H \ M,96,83,77,84,50,88
Jurriën Timber,Dynasties,86,CB,RB,178000,6.32%,Premier League,Holland,Arsenal,3,3,H \ H,84,56,75,84,85,85
Juliane Wirtz,Dynasties,86,CM,LB,12750,,GPFBL,Germany,SV Werder Bremen,3,4,M \ H,80,77,84,84,86,82
Justin Kluivert,Dynasties,86,LM,"RM,RW",56300,,Premier League,Holland,AFC Bournemouth,4,4,H \ M,93,83,81,89,47,75
Nico Williams,Dynasties,86,RM,"LM,RW",158000,7.06%,LALIGA EA SPORTS,Spain,Athletic Club,4,5,H \ M,95,80,80,88,40,67
Keven Schlotterbeck,Dynasties,86,CB,,17250,1.43%,Bundesliga,Germany,VfL Bochum,2,3,M \ H,80,41,65,68,86,87
John McGinn,IF,86,LM,"CDM,CM,LW",41000,,Premier League,Scotland,Aston Villa,3,3,H \ H,78,82,83,84,81,88
Federico Gatti,IF,86,CB,,45250,,Serie A TIM,Italy,Juventus,2,3,M \ H,78,45,61,70,88,87
Alexandre Lacazette,IF,86,ST,CF,43000,,Ligue 1 Uber Eats,France,OL,4,4,H \ H,77,87,81,86,48,80
Anderson Talisca,SIF,86,RM,"CAM,RW,ST",0,,ROSHN Saudi League,Brazil,Al Nassr,4,4,M \ L,85,89,83,86,59,80
Merino,IF,86,CM,"LM,CAM",38500,,LALIGA EA SPORTS,Spain,Real Sociedad,3,3,H \ H,75,81,85,84,86,84
Pierre-Emerick Aubameyang,SIF,86,ST,CF,46750,3.61%,Ligue 1 Uber Eats,Gabon,OM,4,4,H \ L,89,87,81,84,41,72
Deniz Undav,Bundes POTM SBC,86,ST,"CAM,CF",22400,3.61%,Bundesliga,Germany,VfB Stuttgart,3,5,H \ L,81,90,83,86,44,84
Hakim Ziyech,UCL TOTGS,86,RW,"RM,CAM",20000,,Trendyol Süper Lig,Morocco,Galatasaray,5,3,H \ H,80,81,88,86,57,72
Nick Pope,UCL TOTGS,86,GK,,19500,,Premier League,England,Newcastle Utd,2,3,M \ M,85,86,78,90,52,86
Ryan Gravenberch,UEL TOTGS,86,CM,,200000,2.91%,Premier League,Holland,Liverpool,4,4,M \ M,81,82,84,88,80,82
Hayley Raso,ShowDown SBC,86,RW,"RM,CAM",19650,,Liga F,Australia,Real Madrid,3,4,H \ M,93,80,77,85,48,72
Laura Freigang,Champions League,86,CAM,ST,11250,6.25%,GPFBL,Germany,Frankfurt,4,3,H \ L,87,88,75,86,29,76
Ousmane Dembélé,UEFA EURO,86,RW,"RM,LW",125000,6.25%,Ligue 1 Uber Eats,France,Paris SG,5,5,H \ M,92,77,82,87,36,58
Jack Grealish,UEFA EURO,86,LW,LM,75000,5.66%,Premier League,England,Manchester City,4,3,H \ H,83,77,85,89,54,74
Florian Wirtz,UEFA EURO,86,CAM,CM,72000,,Bundesliga,Germany,Leverkusen,4,4,H \ M,75,77,84,88,53,64
Vincenzo Grifo,UEL TOTGS SBC,86,LM,"CAM,CF,LW",22000,,Bundesliga,Italy,SC Freiburg,4,3,M \ M,91,84,86,87,52,74
Allan Saint-Maximin,IF,86,LM,LW,72500,,ROSHN Saudi League,France,Al Ahli,5,5,H \ L,93,81,80,91,33,73
Raphaël Varane,IF,86,CB,,351000,1.96%,Premier League,France,Manchester Utd,2,4,M \ H,80,50,65,69,87,80
Artem Dovbyk,SIF,86,ST,CF,39500,,LALIGA EA SPORTS,Ukraine,Girona FC,3,4,H \ M,90,87,74,82,44,89
Lukas Podolski,Winter Wildcards,86,ST,"CAM,CF",0,,PKO BP Ekstraklasa,Germany,Górnik Zabrze,4,5,M \ L,78,99,82,87,45,88
Elye Wahi,Winter Wildcards,86,LW,"RM,LM,RW",0,,Ligue 1 Uber Eats,France,RC Lens,4,4,H \ M,92,84,80,90,41,77
Jonathan Bamba,Winter Wildcards,86,LW,LM,0,,LALIGA EA SPORTS,Côte d'Ivoire,RC Celta,4,4,H \ M,91,82,81,87,55,75
Álex Balde,Winter Wildcards,86,RB,"RWB,LB,LWB",84000,,LALIGA EA SPORTS,Spain,FC Barcelona,4,4,H \ M,96,53,80,83,80,69
Mario Balotelli,Winter Wildcards SBC,86,ST,CF,41500,,Trendyol Süper Lig,Italy,Adana Demirspor,5,4,H \ L,85,83,82,99,34,87
Jérémy Doku,Winter Wildcards,86,RW,RM,224000,,Premier League,Belgium,Manchester City,4,3,M \ M,96,80,81,90,35,78
Filip Kostic,Winter Wildcards,86,LM,LW,13250,5.36%,Serie A TIM,Serbia,Juventus,5,3,H \ H,88,80,85,87,73,82
Kyle Walker,Winter Wildcards,86,CB,"RWB,RB",399000,1.24%,Premier League,England,Manchester City,3,2,M \ H,91,65,79,80,86,83
Edmond Tapsoba,Winter Wildcards,86,CB,,19500,8.24%,Bundesliga,Burkina Faso,Leverkusen,2,3,M \ H,80,58,70,99,85,82
Sergi Roberto,IF,86,CM,"RWB,RB",35750,8.24%,LALIGA EA SPORTS,Spain,FC Barcelona,4,4,H \ M,83,75,86,85,84,82
Lucas Vázquez,IF,86,RB,"RWB,RW",43000,,LALIGA EA SPORTS,Spain,Real Madrid,4,5,H \ M,88,80,85,86,80,76
Patrik Schick,IF,86,ST,CF,32250,,Bundesliga,Czech Republic,Leverkusen,4,3,M \ M,83,84,74,85,40,80
Dominic Solanke,SIF,86,ST,CF,29750,4.03%,Premier League,England,AFC Bournemouth,3,3,H \ M,86,87,80,87,43,90
Karim Adeyemi,Winter Wildcards,86,LM,"RM,ST,LW",200000,,Bundesliga,Germany,Borussia Dortmund,4,4,H \ H,98,83,77,87,40,73
Renato Sanches,Winter Wildcards,86,CM,RM,350000,0.57%,Serie A TIM,Portugal,Roma FC,4,4,H \ H,84,80,82,89,80,87
Yerry Mina,Winter Wildcards,86,CB,,0,,Serie A TIM,Colombia,Fiorentina,2,5,M \ H,80,63,69,80,89,87
Tariq Lamptey,Winter Wildcards,86,RB,"RWB,LB,LWB",39500,3.07%,Premier League,Ghana,Brighton,3,5,H \ M,93,58,79,85,83,70
Erik Lamela,Winter Wildcards,86,CAM,"RM,CF",20250,3.07%,LALIGA EA SPORTS,Argentina,Sevilla FC,4,4,H \ H,84,82,90,89,60,77
Sheraldo Becker,Winter Wildcards,86,ST,"RM,CF",45250,3.07%,Bundesliga,Suriname,Union Berlin,3,5,M \ L,97,83,78,86,44,77
Krépin Diatta,Winter Wildcards SBC,86,RM,RW,37450,,Ligue 1 Uber Eats,Senegal,AS Monaco,4,4,H \ M,92,81,74,85,57,99
Radu Drăgușin,IF,86,CB,,30000,3.23%,Serie A TIM,Romania,Genoa,2,3,M \ H,86,52,62,73,87,89
Rodrigo Zalazar,IF,86,CM,CAM,28000,1.75%,Liga Portugal,Uruguay,SC Braga,4,3,H \ H,88,84,86,89,75,82
Phil Foden,IF,86,CAM,"LM,RW,LW",35000,1.75%,Premier League,England,Manchester City,4,3,H \ H,83,81,84,89,58,61
Rafa,IF,86,CF,"RM,ST",29750,,Liga Portugal,Portugal,SL Benfica,4,3,H \ M,95,82,81,89,54,58
Marco Asensio,Versus Ice,86,CAM,,11750,7.84%,Ligue 1 Uber Eats,Spain,Paris SG,4,4,H \ M,84,85,86,85,46,67
Marco Asensio,Versus Fire,86,RW,RM,16750,2.90%,Ligue 1 Uber Eats,Spain,Paris SG,5,3,H \ M,90,84,84,87,46,70
Dani Olmo,Versus Ice,86,CAM,"CF,LW",11750,2.90%,Bundesliga,Spain,RB Leipzig,5,4,M \ H,75,84,84,91,58,63
Dani Olmo,Versus Fire,86,CAM,"CF,LW",11750,,Bundesliga,Spain,RB Leipzig,5,4,M \ H,78,80,88,89,58,63
Brian Brobbey,Eredivisie POTM SBC,86,ST,CF,38800,,Eredivisie,Holland,Ajax,3,4,M \ L,92,86,80,85,40,89
Iván Martín Núñez,IF,86,CM,"RM,CAM",28250,,LALIGA EA SPORTS,Spain,Girona FC,4,4,H \ L,86,85,87,90,72,70
Cody Gakpo,Versus Ice,86,LW,"LM,RW",22500,,Premier League,Holland,Liverpool,4,5,H \ M,89,83,84,87,46,81
Cody Gakpo,Versus Fire,86,CF,ST,17500,2.78%,Premier League,Holland,Liverpool,5,4,H \ M,89,85,79,85,46,76
Alex Telles,Versus Ice,86,CM,,14250,,ROSHN Saudi League,Brazil,Al Nassr,4,3,H \ H,90,79,86,83,80,78
Alex Telles,Versus Fire,86,LB,"LWB,LM",18750,5.06%,ROSHN Saudi League,Brazil,Al Nassr,4,3,H \ H,90,76,83,83,84,80
Amir Rrahmani,IF,86,CB,,27500,,Serie A TIM,Kosovo,Napoli FC,2,4,M \ H,80,60,70,75,88,86
Edin Džeko,SIF,86,ST,CF,27500,,Trendyol Süper Lig,Bosnia and Herzegovina,Fenerbahçe,3,5,H \ M,79,88,78,82,48,81
Olivier Giroud,SIF,86,ST,CF,27250,,Serie A TIM,France,Milan,3,3,M \ M,80,87,79,81,46,85
Leah Williamson,normal,85,CB,CDM,4400,,Barclays WSL,England,Arsenal,3,3,H \ M,75,45,73,72,86,76
Phil Foden,normal,85,LW,"LM,RW",4200,,Premier League,England,Manchester City,4,3,H \ H,81,79,82,88,57,60
Emiliano Martínez,normal,85,GK,,4100,,Premier League,Argentina,Aston Villa,1,4,M \ M,83,83,82,85,58,84
Jack Grealish,normal,85,LW,LM,4000,,Premier League,England,Manchester City,4,3,H \ H,76,76,84,88,53,73
Diogo Jota,normal,85,CF,"ST,LW",6200,,Premier League,Portugal,Liverpool,4,5,H \ H,82,82,75,85,57,77
Declan Rice,normal,85,CDM,CM,4000,,Premier League,England,Arsenal,2,3,M \ H,71,65,75,77,83,83
Kieran Trippier,normal,85,RB,RWB,4000,,Premier League,England,Newcastle Utd,3,4,M \ M,68,65,86,79,82,72
Marcus Rashford,normal,85,LW,"LM,ST",5200,,Premier League,England,Manchester Utd,5,3,H \ L,90,86,78,84,42,74
John Stones,normal,85,CB,RB,4400,,Premier League,England,Manchester City,3,4,H \ M,72,52,75,77,85,77
Khadija Shaw,normal,85,ST,CF,4200,,Barclays WSL,Jamaica,Manchester City,3,4,M \ M,69,85,69,75,30,85
Kadeisha Buchanan,normal,85,CB,,4100,,Barclays WSL,Canada,Chelsea,2,3,M \ M,67,44,58,65,87,85
Millie Bright,normal,85,CB,,4200,,Barclays WSL,England,Chelsea,2,4,L \ H,57,50,69,58,86,87
Katie McCabe,normal,85,LB,"LWB,LM,LW",4200,,Barclays WSL,Republic of Ireland,Arsenal,4,3,H \ M,80,74,80,80,81,82
Manuela Zinsberger,normal,85,GK,,4000,,Barclays WSL,Austria,Arsenal,1,4,M \ M,86,77,79,87,46,86
André Onana,normal,85,GK,,4100,,Premier League,Cameroon,Manchester Utd,1,3,M \ M,83,80,88,85,61,84
Ona Batlle Pascual,normal,85,RB,"RWB,LB",4200,2.33%,Liga F,Spain,FC Barcelona,3,4,H \ H,79,50,78,79,80,71
Jules Koundé,normal,85,CB,RB,6600,5.71%,LALIGA EA SPORTS,France,FC Barcelona,3,3,H \ H,84,45,68,75,86,80
Marcos Acuña,normal,85,LB,"LWB,LM",4100,5.71%,LALIGA EA SPORTS,Argentina,Sevilla FC,3,3,H \ H,75,74,83,83,81,84
Iago Aspas,normal,85,ST,CF,4300,,LALIGA EA SPORTS,Spain,RC Celta,3,4,H \ H,81,85,79,86,35,64
David Alaba,normal,85,CB,LB,4400,,LALIGA EA SPORTS,Austria,Real Madrid,3,4,M \ H,79,71,83,80,85,77
Antonio Rüdiger,normal,85,CB,,4400,,LALIGA EA SPORTS,Germany,Real Madrid,2,3,H \ H,82,54,71,66,84,86
Rodrygo,normal,85,RW,"RM,ST,LW",4700,,LALIGA EA SPORTS,Brazil,Real Madrid,4,4,M \ M,88,81,79,86,31,62
Aymeric Laporte,normal,85,CB,,4100,,ROSHN Saudi League,Spain,Al Nassr,2,3,M \ M,61,50,73,69,86,78
Yassine Bounou,normal,85,GK,,4000,,ROSHN Saudi League,Morocco,Al Hilal,1,2,M \ M,82,83,79,87,38,84
Kingsley Coman,normal,85,LM,"RM,LW",4300,,Bundesliga,France,FC Bayern München,5,3,M \ M,89,76,79,87,30,62
Leon Goretzka,normal,85,CM,CDM,4300,,Bundesliga,Germany,FC Bayern München,3,4,H \ M,78,81,81,83,80,86
Kevin Trapp,normal,85,GK,,4200,,Bundesliga,Germany,Frankfurt,1,4,M \ M,83,81,77,86,46,85
Florian Wirtz,normal,85,CAM,CM,4100,,Bundesliga,Germany,Leverkusen,4,4,H \ M,74,76,83,87,52,63
Merle Frohms,normal,85,GK,,4100,,GPFBL,Germany,VfL Wolfsburg,1,3,M \ M,85,82,76,84,51,86
Kathrin Hendrich,normal,85,CB,RB,4200,,GPFBL,Germany,VfL Wolfsburg,2,3,M \ M,72,39,70,73,86,75
Svenja Huth,normal,85,RM,"CAM,RW",4100,,GPFBL,Germany,VfL Wolfsburg,4,4,M \ M,82,72,83,86,52,67
Kailen Sheridan,normal,85,GK,,4000,,NWSL,Canada,San Diego Wave,1,2,M \ M,85,82,80,85,41,84
Amandine Henry,normal,85,CDM,CM,4000,,NWSL,France,Angel City FC,3,3,H \ H,60,80,78,78,83,82
Megan Rapinoe,normal,85,LM,LW,4000,,NWSL,United States,OL Reign,4,5,H \ M,73,85,83,86,46,72
Becky Sauerbrunn,normal,85,CB,,4200,,NWSL,United States,Portland Timbers-Thorns,3,3,M \ H,61,44,61,69,87,83
Keylor Navas,normal,85,GK,,4100,,Ligue 1 Uber Eats,Costa Rica,Paris SG,1,3,M \ M,84,80,75,87,54,84
Hakan Çalhanoğlu,normal,85,CM,CDM,4000,,Serie A TIM,Turkey,Inter,4,4,H \ M,67,80,86,85,70,66
Ciro Immobile,normal,85,ST,CF,4200,,Serie A TIM,Italy,Latium,3,4,H \ M,85,87,68,78,39,74
Theo Hernández,normal,85,LB,"LWB,LM",9000,,Serie A TIM,France,Milan,3,3,H \ M,93,71,76,81,78,84
Alessandro Bastoni,normal,85,CB,,4400,,Serie A TIM,Italy,Inter,2,3,M \ H,73,35,72,73,86,83
Giovanni Di Lorenzo,normal,85,RB,RWB,4000,,Serie A TIM,Italy,Napoli FC,3,3,H \ M,85,67,75,79,82,82
Domenico Berardi,normal,85,RW,RM,4100,,Serie A TIM,Italy,Sassuolo,4,3,H \ M,82,83,81,87,36,72
Rachel Daly,normal,85,ST,"LB,CF",4200,,Barclays WSL,England,Aston Villa,3,3,H \ H,77,85,76,82,64,76
Asisat Oshoala,normal,85,ST,CF,4300,,Liga F,Nigeria,FC Barcelona,4,4,H \ M,91,84,78,85,50,85
Thomas Partey,normal,85,CDM,CM,4100,,Premier League,Ghana,Arsenal,3,3,M \ H,68,71,82,80,81,82
Raphaël Varane,normal,85,CB,,5100,,Premier League,France,Manchester Utd,2,4,M \ H,79,49,64,67,86,78
Keira Walsh,normal,85,CDM,CM,4100,,Liga F,England,FC Barcelona,3,3,M \ H,64,46,81,79,79,75
Mats Hummels,IF,85,CB,,35250,,Bundesliga,Germany,Borussia Dortmund,2,3,M \ M,70,60,79,73,88,81
Lars Ricken,Hero,85,CAM,"RM,CF",11000,4.35%,Bundesliga,Germany,HERO,3,4,H \ M,83,85,80,83,58,65
DaMarcus Beasley,Hero,85,LM,"LB,LW",11750,4.35%,MLS,United States,HERO,3,4,M \ H,91,77,79,86,73,74
Peter Crouch,Hero,85,ST,CF,12250,,Premier League,England,HERO,3,3,M \ M,74,87,75,78,52,80
Tim Cahill,Hero,85,ST,"CM,CAM,CF",11750,,Premier League,Australia,HERO,3,4,H \ M,80,85,76,81,62,86
Clint Dempsey,Hero,85,CAM,LW,10750,6.52%,MLS,United States,HERO,4,4,H \ L,82,86,81,85,47,80
Alex Scott,Hero,85,RB,RWB,19500,10.34%,Barclays WSL,England,HERO,3,4,H \ M,86,70,79,78,84,80
Saeed Al Owairan,Hero,85,RW,"RM,CAM,ST",41000,10.34%,ROSHN Saudi League,Saudi Arabia,HERO,4,4,H \ M,94,82,80,86,35,72
Martha Thomas,Squad Foundation,85,ST,CF,0,,Barclays WSL,Scotland,Spurs,3,3,M \ M,88,86,71,88,48,83
Ingrid Syrstad Engen,Squad Foundation,85,CDM,CM,0,,Liga F,Norway,FC Barcelona,3,3,M \ H,75,66,82,80,87,82
Hailie Mace,Squad Foundation,85,LB,"LWB,LM",0,,NWSL,United States,KC Current,3,4,H \ M,83,60,80,80,86,80
Asier Illarramendi,Squad Foundation,85,CM,CDM,0,,MLS,Spain,FC Dallas,3,3,M \ H,75,73,86,86,85,77
Yukinari Sugawara,Squad Foundation,85,RB,"RWB,RW",0,,Eredivisie,Japan,AZ,3,3,H \ H,88,65,82,82,80,82
Cristian Tello Herrera,Squad Foundation,85,LW,"LM,CAM",0,,ROSHN Saudi League,Spain,Al Fateh,4,4,M \ M,92,80,85,85,61,72
Chuba Akpom,Squad Foundation SBC,85,ST,"CAM,CF",112100,10.34%,Eredivisie,England,Ajax,3,3,M \ M,90,85,67,82,39,86
Estefanía Banini,Squad Foundation SBC,85,CM,LW,72950,10.34%,Liga F,Argentina,Atlético de Madrid,4,4,H \ M,82,86,87,88,70,70
Saúl,IF,85,CM,"LWB,LM",32250,5.84%,LALIGA EA SPORTS,Spain,Atlético de Madrid,3,4,H \ M,77,82,81,85,83,80
Deiver Machado,Champions League,85,LWB,LB,12000,,Ligue 1 Uber Eats,Colombia,RC Lens,2,3,H \ M,88,74,79,83,79,83
Leroy Fer,Squad Foundation SBC,85,CDM,"CB,CM",25500,,Trendyol Süper Lig,Holland,Alanyaspor,3,4,M \ H,73,75,81,80,80,90
Ollie Watkins,IF,85,ST,CF,28750,13.53%,Premier League,England,Aston Villa,3,4,H \ H,90,85,74,82,52,80
Racheal Kundananji,IF,85,ST,CF,39750,4.22%,Liga F,Zambia,Madrid CFF,4,5,H \ M,92,84,72,85,43,89
Takefusa Kubo,LaLiga POTM SBC,85,RW,"RM,CAM,ST",98600,4.22%,LALIGA EA SPORTS,Japan,Real Sociedad,4,4,H \ M,89,81,82,88,45,66
Jordy Clasie,Conference League,85,CDM,CM,12000,,Eredivisie,Holland,AZ,3,4,L \ M,82,70,86,82,79,77
CeCe Kizer,Squad Foundation,85,LM,"ST,LW",0,,NWSL,United States,KC Current,3,4,H \ M,84,85,82,87,55,75
Pierre-Emerick Aubameyang,IF,85,ST,CF,0,,Ligue 1 Uber Eats,Gabon,OM,4,4,H \ L,88,86,79,83,40,70
Raheem Sterling,IF,85,LW,"LM,RW,ST",38250,4.38%,Premier League,England,Chelsea,4,3,H \ M,87,82,79,87,47,70
Kerolin Nicoli Israel Ferraz,Trailblazers,85,RM,"RW,ST",20000,,NWSL,Brazil,NC Courage,4,4,H \ M,87,80,81,86,47,80
Shanice van de Sanden,Squad Foundation SBC,85,RM,RW,25600,,Barclays WSL,Holland,Liverpool,4,3,M \ L,90,78,81,85,50,80
Lina Hurtig,Squad Foundation,85,LW,"LM,ST",0,,Barclays WSL,Sweden,Arsenal,4,4,M \ H,85,85,82,85,60,83
Kaoru Mitoma,Trailblazers,85,LM,LW,46750,,Premier League,Japan,Brighton,4,4,M \ M,90,80,80,90,62,71
Jordan Henderson,Trailblazers,85,CM,CDM,15750,7.35%,ROSHN Saudi League,England,Ettifaq FC,3,3,H \ H,73,76,88,82,80,83
Gayà,Trailblazers,85,LB,LWB,19000,8.43%,LALIGA EA SPORTS,Spain,Valencia CF,4,3,H \ M,85,64,80,82,82,80
Takefusa Kubo,Trailblazers,85,RW,"RM,CAM,ST",15750,,LALIGA EA SPORTS,Japan,Real Sociedad,4,4,H \ M,89,82,82,89,44,65
Hernâni,Squad Foundation SBC,85,RM,"LM,RW",22400,,Liga Portugal,Portugal,Rio Ave FC,5,3,M \ L,91,79,78,85,43,72
Rodrigo Zalazar,Squad Foundation,85,CM,CAM,0,,Liga Portugal,Uruguay,SC Braga,3,3,H \ H,83,81,82,85,74,79
Marcin Bulka,Ligue 1 POTM SBC,85,GK,,18950,,Ligue 1 Uber Eats,Poland,OGC Nice,1,2,M \ M,86,84,81,86,47,85
Jeremie Frimpong,IF,85,RM,"RWB,RB,RW",55000,3.51%,Bundesliga,Holland,Leverkusen,3,3,H \ M,95,60,78,86,77,73
Juan Foyth,Trailblazers SBC,85,RB,"RWB,CB,CDM",92400,3.51%,LALIGA EA SPORTS,Argentina,Villarreal CF,3,3,M \ H,78,51,76,77,85,83
Robert Andrich,FUT Centurions,85,CDM,CM,12750,3.51%,Bundesliga,Germany,Leverkusen,3,4,H \ H,74,78,78,75,83,87
Ferland Mendy,FUT Centurions,85,LB,LWB,437000,,LALIGA EA SPORTS,France,Real Madrid,4,5,H \ H,95,68,80,80,80,89
Lewis Dunk,FUT Centurions,85,CB,,42500,,Premier League,England,Brighton,2,3,M \ H,80,53,69,71,86,85
Felipe Anderson,FUT Centurions,85,RW,"RM,ST",142000,,Serie A TIM,Brazil,Latium,4,4,H \ H,90,82,82,89,68,78
Dejan Kulusevski,ShowDown SBC,85,RW,RM,112650,,Premier League,Sweden,Spurs,4,4,H \ M,87,82,84,87,60,79
Jean-Louis Leca,FUT Centurions SBC,85,GK,,16200,,Ligue 1 Uber Eats,France,RC Lens,1,3,M \ M,84,83,87,85,54,86
Lucas Lima Linhares,Squad Foundation SBC,85,RM,"LM,CF,RW",51550,,MLS,Brazil,Red Bulls,4,4,H \ M,90,78,77,85,48,70
Jordan Morris,Squad Foundation,85,LM,"RM,ST,LW",0,,MLS,United States,Sounders FC,3,3,H \ M,92,82,79,83,51,86
De Marcos,IF,85,RB,RWB,36500,3.95%,LALIGA EA SPORTS,Spain,Athletic Club,4,3,H \ M,86,70,80,80,83,85
Palhinha,IF,85,CDM,CM,56500,,Premier League,Portugal,Fulham,2,4,M \ H,65,70,73,79,86,91
Edin Džeko,IF,85,ST,CF,54000,,Trendyol Süper Lig,Bosnia and Herzegovina,Fenerbahçe,3,5,H \ M,75,87,75,80,47,79
Taiwo Awoniyi,Dynamic Duos,85,ST,CF,0,,Premier League,Nigeria,Nott'm Forest,3,3,H \ M,87,86,70,82,40,90
Siebe Van der Heyden,Dynamic Duos,85,CB,,0,,LALIGA EA SPORTS,Belgium,RCD Mallorca,2,3,M \ H,77,50,74,72,85,86
Joshua Zirkzee,Dynamic Duos,85,ST,CF,0,,Serie A TIM,Holland,Bologna,3,3,M \ L,84,87,77,88,55,85
Ángel Correa,FUT Centurions,85,ST,"RM,CF",15750,4.55%,LALIGA EA SPORTS,Argentina,Atlético de Madrid,4,4,H \ M,87,86,81,88,54,78
